RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance,Exited
7035,15728848,User_7034,421,Germany,Male,50,5,2,1,0,152787.67030786187,94248.94890299218,0
7036,15795245,User_7035,377,France,Female,34,2,2,1,0,38387.887924142575,0.0,0
7037,15746583,User_7036,818,Germany,Female,32,3,1,1,1,96154.17060452815,72417.6556335857,0
7038,15676106,User_7037,749,France,Male,41,5,2,0,0,79392.17786113819,88333.71606393094,1
7039,15648665,User_7038,601,France,Female,39,9,1,0,0,42086.63505632568,0.0,0
7040,15775486,User_7039,723,France,Female,28,0,1,1,0,176403.2922226034,0.0,0
7041,15681010,User_7040,749,Germany,Male,30,0,2,1,1,106466.96159752502,48303.43866060536,1
7042,15672573,User_7041,384,Germany,Female,32,6,2,1,0,171261.66099196373,36530.898004972194,0
7043,15707803,User_7042,750,France,Male,27,0,2,1,0,170279.82515466498,59298.48549940722,0
7044,15719682,User_7043,550,France,Female,42,4,1,1,0,196028.91748141084,0.0,0
7045,15613386,User_7044,598,France,Female,45,9,1,0,1,183911.44280771,95266.15853671417,0
7046,15724069,User_7045,448,France,Female,29,10,1,1,0,146509.03151725171,0.0,0
7047,15654460,User_7046,657,Germany,Female,24,7,2,1,1,135086.1685430561,72620.79582891897,0
7048,15737293,User_7047,826,France,Male,39,5,1,0,1,32816.00490043945,66973.67553673133,0
7049,15754546,User_7048,836,Germany,Male,38,2,1,1,0,85888.64127719404,106677.5370147694,0
7050,15715375,User_7049,815,Spain,Female,61,1,1,1,1,112717.08262317433,90500.38328554068,0
7051,15712660,User_7050,489,Spain,Female,44,1,2,0,0,12383.801271322722,104728.79594932876,0
7052,15752117,User_7051,432,Germany,Female,26,3,2,0,0,30942.28159586139,89761.98104477552,1
7053,15691319,User_7052,397,France,Male,28,8,2,1,0,128154.9414752014,86532.14470556546,1
7054,15716582,User_7053,627,France,Female,41,8,2,1,1,29417.822444617756,0.0,0
7055,15735994,User_7054,728,Germany,Male,37,0,1,1,1,67688.22324261157,108340.65951290041,0
7056,15753778,User_7055,597,France,Male,36,4,1,0,0,7465.805490482361,0.0,0
7057,15642771,User_7056,732,France,Male,38,8,2,0,0,33956.71439430189,118993.69572053748,0
7058,15652335,User_7057,526,Germany,Female,45,3,2,1,1,110900.52063279971,148420.20338556886,0
7059,15652949,User_7058,401,Spain,Male,56,10,2,1,1,128404.61828314891,75940.12042230682,1
7060,15695558,User_7059,428,France,Female,51,6,3,1,1,20596.207200549477,68507.31212669918,0
7061,15746312,User_7060,734,Spain,Female,27,10,2,1,1,48288.947548195036,85010.05347369576,0
7062,15702272,User_7061,671,France,Male,32,5,2,1,1,79135.57106479755,121040.64349778355,0
7063,15602716,User_7062,413,Germany,Female,18,3,2,1,0,136484.95088045366,80708.12704269194,0
7064,15747646,User_7063,357,France,Male,40,9,1,1,1,15012.703729736464,134690.67234362144,0
7065,15775138,User_7064,563,Spain,Female,32,10,1,1,1,89781.19703755119,63440.79543562766,0
7066,15792898,User_7065,374,Germany,Male,37,6,2,1,1,147357.66645087488,66492.54014152146,0
7067,15751285,User_7066,799,France,Female,29,6,1,1,0,28109.507242498883,0.0,0
7068,15671916,User_7067,605,Germany,Male,29,1,2,1,1,109133.72118409998,158500.93984773697,0
7069,15797223,User_7068,592,Germany,Male,22,6,1,1,0,88164.67066059286,116782.58007559276,0
7070,15650906,User_7069,806,Spain,Male,34,8,1,0,1,78171.76282820519,118339.27409481735,0
7071,15600463,User_7070,806,France,Male,43,5,2,1,0,186776.2493840258,73731.60842504149,0
7072,15763045,User_7071,810,Spain,Female,31,5,2,1,1,79117.88946996386,88751.51031017004,0
7073,15674694,User_7072,547,Germany,Male,44,10,1,0,1,89361.9566378418,110900.61903511373,0
7074,15751723,User_7073,443,France,Female,31,5,1,1,1,12462.657013383689,0.0,0
7075,15668694,User_7074,556,Spain,Male,38,1,1,1,1,73026.27239694897,0.0,0
7076,15620008,User_7075,784,France,Male,51,5,1,1,1,104741.07113154256,0.0,1
7077,15670474,User_7076,786,France,Female,33,5,2,0,0,1900.6700907798706,0.0,0
7078,15638185,User_7077,364,France,Female,40,8,1,1,0,9932.87605872125,0.0,0
7079,15687924,User_7078,527,Germany,Male,40,1,2,0,1,47812.64246754017,90782.93862815153,0
7080,15634980,User_7079,804,Spain,Male,40,8,1,1,1,148466.38456743615,56872.90351952228,0
7081,15622504,User_7080,727,France,Female,43,4,2,1,1,156670.60688510447,0.0,0
7082,15654970,User_7081,424,Germany,Male,40,8,3,0,1,160316.0012189581,104271.46171755034,0
7083,15616766,User_7082,453,Spain,Male,27,9,1,0,0,114651.88301742342,0.0,0
7084,15716944,User_7083,643,Germany,Male,33,9,2,1,0,167110.26003167874,106474.256928738,0
7085,15693922,User_7084,517,France,Male,43,1,1,1,0,27424.74229374223,114465.57051144293,0
7086,15742767,User_7085,799,Germany,Female,45,4,1,1,0,184739.11214817376,88708.47442648522,0
7087,15748868,User_7086,464,Spain,Female,30,10,1,1,0,161256.96579844577,90131.66426427843,0
7088,15773615,User_7087,845,Spain,Male,47,1,1,1,0,119915.3281621625,78354.0067817753,0
7089,15745631,User_7088,388,France,Female,33,4,2,0,0,116195.27328772763,0.0,0
7090,15764211,User_7089,807,France,Female,41,6,2,1,1,22324.576184521477,0.0,0
7091,15720494,User_7090,713,France,Male,39,6,2,1,0,160203.1938032215,0.0,0
7092,15608802,User_7091,622,Germany,Female,28,10,2,1,1,99654.34992739584,117774.14097887633,0
7093,15771277,User_7092,484,France,Male,35,6,1,1,1,164299.97255712547,0.0,0
7094,15634159,User_7093,723,Spain,Female,18,4,2,0,1,63124.4977476473,105689.4309137951,0
7095,15611516,User_7094,581,France,Male,34,6,2,0,0,10200.170315286176,87480.60337378037,0
7096,15650492,User_7095,388,France,Female,50,5,2,0,0,101116.59033893903,145276.8252565842,0
7097,15629086,User_7096,801,France,Male,18,6,1,1,1,176270.42659124522,104976.9674373747,0
7098,15713758,User_7097,640,Germany,Female,29,4,1,1,1,17767.479896240893,94434.39069865405,0
7099,15630480,User_7098,656,Germany,Male,33,1,1,0,0,82329.97225647714,122893.41631799597,0
7100,15783163,User_7099,396,Germany,Male,18,8,1,0,1,166818.36046596698,146305.84407105527,0
7101,15728023,User_7100,385,Germany,Female,18,1,1,0,0,45724.744262983586,125448.23527592668,0
7102,15710195,User_7101,669,France,Female,58,2,2,1,1,52468.74492680935,124463.19637050608,0
7103,15778838,User_7102,444,Germany,Female,43,8,2,1,1,124276.70820974266,90632.05148717323,0
7104,15638737,User_7103,822,France,Female,47,1,1,1,0,172927.2299595317,0.0,1
7105,15609265,User_7104,710,Germany,Female,41,7,1,1,1,115410.95747270006,141891.59323595028,0
7106,15714165,User_7105,362,France,Male,43,2,2,0,0,20386.283530114804,104757.48996435029,0
7107,15719501,User_7106,495,Germany,Male,34,5,1,1,1,185876.4652667362,100864.2421162005,0
7108,15670990,User_7107,754,France,Male,48,8,2,1,1,107070.45410001677,123411.89552824305,0
7109,15615386,User_7108,717,France,Female,52,9,1,1,0,68542.58210318172,102196.42341890906,1
7110,15704718,User_7109,414,France,Male,31,9,4,1,0,150707.7323928717,158471.25435975956,1
7111,15637425,User_7110,577,France,Male,35,2,1,1,1,138243.5146621782,142085.476213447,0
7112,15721635,User_7111,591,France,Female,32,8,2,1,0,61282.904940413566,87544.07522966852,0
7113,15774326,User_7112,357,Germany,Male,37,6,1,1,1,171091.69585295295,94586.5562195619,0
7114,15653634,User_7113,849,Germany,Male,45,4,1,1,1,16833.33791462021,65536.71784026461,0
7115,15778734,User_7114,653,France,Female,36,7,1,0,0,175824.05031566444,149204.66566086447,0
7116,15686988,User_7115,690,France,Male,20,5,1,1,0,20176.3053111371,120937.8983386309,0
7117,15706337,User_7116,392,France,Female,47,6,2,0,0,7227.2051719237425,0.0,1
7118,15741215,User_7117,593,Germany,Male,30,2,2,1,1,172964.81881995747,86556.91864032748,0
7119,15746653,User_7118,530,France,Male,42,9,1,1,0,13190.770375232793,57596.33612376156,0
7120,15667443,User_7119,434,Spain,Female,43,10,1,1,1,198298.69117193445,106928.2026894486,0
7121,15629424,User_7120,504,France,Male,33,5,1,1,1,16500.353325193068,85612.89769211078,0
7122,15688844,User_7121,624,France,Male,28,10,2,0,1,165734.51704113936,0.0,1
7123,15641984,User_7122,372,France,Female,33,2,2,1,1,192810.04060757335,0.0,0
7124,15641505,User_7123,464,France,Male,53,6,2,1,0,114567.833207312,108816.87947299497,1
7125,15702478,User_7124,655,France,Male,28,9,2,1,0,33852.6187070368,108208.11767012501,0
7126,15662699,User_7125,784,France,Male,26,5,3,1,1,32359.500947505403,0.0,0
7127,15758029,User_7126,648,France,Female,39,9,1,1,0,152054.34338995867,99240.24482451641,1
7128,15756536,User_7127,448,Spain,Male,35,7,3,1,0,13472.915473744635,115976.07395949677,0
7129,15714012,User_7128,453,France,Female,33,7,1,0,0,137184.58548814585,147475.46363516807,0
7130,15754721,User_7129,721,France,Male,28,5,1,0,1,57644.26307379577,106319.12016255365,0
7131,15773137,User_7130,400,France,Male,37,1,2,0,1,185329.90025588247,86494.81331990399,0
7132,15634758,User_7131,711,Germany,Female,36,9,1,1,1,110784.19495869942,108655.87932537956,0
7133,15736668,User_7132,461,Spain,Male,51,9,2,1,0,44478.979872307966,103446.28815973368,1
7134,15616374,User_7133,802,Spain,Male,29,5,1,1,1,169327.9704209728,185195.80128827528,0
7135,15718686,User_7134,593,France,Female,33,0,2,1,1,196648.86795381375,93593.21513332156,0
7136,15603775,User_7135,518,France,Female,50,5,1,1,0,148877.05225122845,105756.00316475988,0
7137,15627388,User_7136,421,France,Male,32,5,2,1,0,139580.21488736646,123416.12442965561,0
7138,15723800,User_7137,488,France,Male,30,5,2,1,0,171393.88678014447,108590.6140873068,0
7139,15621029,User_7138,685,Spain,Male,42,8,1,1,0,4053.63185796742,0.0,0
7140,15683981,User_7139,580,Germany,Female,39,3,1,1,1,177786.63928144737,104666.10006267737,0
7141,15653639,User_7140,588,Germany,Female,34,10,1,1,1,49963.0120626229,90156.34900844828,0
7142,15714010,User_7141,821,France,Female,38,6,2,0,0,118102.57704522446,115272.45740957139,0
7143,15745717,User_7142,602,France,Male,42,10,3,1,0,89453.77412283175,110737.07391200296,1
7144,15631105,User_7143,818,France,Male,39,2,1,1,1,86694.22255637312,122373.72284040981,0
7145,15744740,User_7144,785,France,Male,43,7,1,1,0,90079.36305223899,87320.2549041305,0
7146,15747032,User_7145,756,Germany,Male,36,1,2,1,0,136758.86847340595,119400.13582212853,1
7147,15726519,User_7146,398,France,Female,27,1,1,1,1,135205.44517280825,141502.6083469397,0
7148,15742429,User_7147,771,Germany,Male,43,4,1,1,0,75184.07537366329,51003.35970895501,1
7149,15795676,User_7148,652,Spain,Female,35,0,2,1,0,198570.44023173768,0.0,0
7150,15702739,User_7149,421,France,Female,35,0,1,0,0,193263.17603032195,77460.75065164913,0
7151,15651796,User_7150,612,France,Male,45,10,1,0,0,31452.803716480485,126743.93524628752,0
7152,15615804,User_7151,671,Spain,Female,54,2,2,1,1,137570.29898348174,103164.98397575272,0
7153,15727732,User_7152,571,France,Male,21,5,1,1,0,102364.8044166314,81735.9256462666,0
7154,15745698,User_7153,426,France,Male,34,9,2,1,1,54184.215431969686,85844.30622844648,0
7155,15759204,User_7154,411,France,Male,37,5,1,1,1,161659.52356220686,0.0,0
7156,15607951,User_7155,820,France,Male,39,7,1,1,0,44915.12209263498,95866.53513426376,0
7157,15737521,User_7156,506,Spain,Male,36,6,2,0,1,134066.24759289282,0.0,0
7158,15619065,User_7157,643,France,Female,37,0,1,0,0,147194.04522647685,112765.21251690573,0
7159,15701503,User_7158,474,Spain,Female,41,0,1,0,1,80542.23510783659,0.0,0
7160,15705072,User_7159,578,Spain,Male,36,3,2,1,1,7574.2650637622355,128972.31745475471,0
7161,15740202,User_7160,689,France,Female,32,0,1,1,0,64002.88129742167,66019.51899748697,0
7162,15689360,User_7161,510,Spain,Female,32,0,2,0,1,161817.79082105096,123291.73364109981,0
7163,15662287,User_7162,378,France,Female,51,9,1,1,1,134595.47018367102,81245.99965394463,0
7164,15782774,User_7163,463,Spain,Male,57,0,1,1,1,97025.77522691894,99817.0762433313,0
7165,15768065,User_7164,428,France,Male,34,10,1,1,1,142360.94845606436,0.0,0
7166,15762947,User_7165,372,France,Female,34,2,2,1,1,43205.2354153443,79656.98902696255,0
7167,15737126,User_7166,455,France,Female,41,9,2,1,1,185178.7516091027,94095.98752336635,0
7168,15707357,User_7167,480,Germany,Male,39,1,1,1,1,167875.74178678717,85940.2590589065,1
7169,15779589,User_7168,706,France,Female,36,10,1,1,0,6478.707562757575,112773.96488181774,0
7170,15629670,User_7169,826,France,Male,25,9,2,0,0,133935.18076684352,0.0,0
7171,15649112,User_7170,522,France,Female,29,7,1,1,1,55489.5609226307,85305.71645048054,0
7172,15688388,User_7171,613,France,Male,44,6,2,1,1,99149.1305679494,109182.89076838593,0
7173,15689156,User_7172,691,Germany,Female,35,9,2,1,0,39437.535467972135,159691.12562003313,0
7174,15759379,User_7173,722,Spain,Female,57,7,1,0,1,146788.21458295046,107560.06690455123,0
7175,15798159,User_7174,634,Germany,Male,57,3,3,1,0,8986.802114133327,95872.65772625238,1
7176,15647922,User_7175,351,France,Male,28,8,2,0,0,110715.76442262885,0.0,1
7177,15794152,User_7176,582,France,Female,51,4,1,1,0,22029.148823371266,0.0,0
7178,15693348,User_7177,718,Spain,Male,36,6,1,1,0,61477.18454662086,127599.08141129852,0
7179,15679335,User_7178,600,Spain,Female,39,3,1,1,0,38675.09133593658,67455.20165243278,0
7180,15626312,User_7179,783,France,Female,45,0,2,1,0,86750.1616602649,40240.74397071057,0
7181,15666985,User_7180,842,Spain,Female,48,10,1,0,1,96274.56395973606,64194.9188255856,0
7182,15730744,User_7181,670,Germany,Male,30,7,1,1,1,131823.77993703657,104979.97467922166,0
7183,15788680,User_7182,457,France,Female,59,8,1,1,0,89942.81774254497,0.0,1
7184,15700963,User_7183,625,Spain,Male,40,8,1,0,1,144939.0468976669,0.0,0
7185,15771349,User_7184,529,France,Male,18,9,2,0,0,161353.09431827164,152211.46934366057,0
7186,15631551,User_7185,562,Germany,Female,35,7,2,0,1,198740.39205394895,104774.90305053815,0
7187,15689813,User_7186,642,Spain,Female,59,0,2,0,0,24743.26411131116,104174.29447316921,0
7188,15787669,User_7187,421,France,Male,32,2,2,1,1,81806.0120017369,94160.16657003938,0
7189,15701025,User_7188,632,France,Male,60,4,2,0,1,50845.31387731039,0.0,1
7190,15724342,User_7189,524,Germany,Male,39,6,2,1,1,144951.4023535365,119857.77122198962,0
7191,15776284,User_7190,472,Spain,Male,37,7,2,1,0,103145.93821263914,101611.09047819545,0
7192,15609637,User_7191,576,France,Female,27,0,1,1,1,22276.269673487666,64770.334232701425,0
7193,15643258,User_7192,739,Spain,Female,44,4,1,1,1,12568.046933882626,70222.2958549595,0
7194,15766765,User_7193,793,Spain,Female,34,2,1,1,0,100168.71373936808,0.0,0
7195,15740896,User_7194,650,France,Male,37,6,1,1,0,70149.9858211218,73845.92399699711,0
7196,15729553,User_7195,777,France,Male,35,5,2,1,0,105359.1167567851,0.0,0
7197,15626950,User_7196,432,Spain,Female,46,0,2,0,0,49753.46611580749,45518.16788827982,0
7198,15754560,User_7197,602,France,Male,35,10,2,1,0,77533.85580497562,128081.39709459353,1
7199,15727870,User_7198,495,France,Female,18,1,1,1,0,194797.47866994492,82843.23197944406,0
7200,15600215,User_7199,469,Germany,Male,29,4,2,0,0,48237.27794783146,36937.743949951015,0
7201,15705603,User_7200,414,France,Male,24,4,1,0,0,4691.422982732219,0.0,0
7202,15611523,User_7201,630,France,Female,52,0,2,1,0,184534.48240270632,57844.619191311525,1
7203,15668689,User_7202,632,France,Female,43,10,2,1,0,160698.8506476464,64968.31443545954,0
7204,15623834,User_7203,740,Spain,Male,38,3,1,1,1,90901.6400653982,124155.73370059916,1
7205,15634474,User_7204,777,Spain,Female,36,8,2,1,0,106498.72342366335,0.0,0
7206,15643066,User_7205,455,Spain,Female,23,8,2,1,1,67081.75577207618,153988.42652131806,0
7207,15610400,User_7206,762,France,Female,35,4,2,0,1,28631.316643089907,0.0,0
7208,15725211,User_7207,828,Spain,Male,47,6,1,0,0,53611.681235315315,0.0,0
7209,15610345,User_7208,649,Germany,Male,46,10,2,1,1,71586.55231054394,69794.822451152,0
7210,15633896,User_7209,456,France,Female,42,1,1,1,0,111104.5718131911,0.0,0
7211,15628899,User_7210,385,France,Male,24,0,2,0,1,56472.47022770099,69872.15926695541,0
7212,15628229,User_7211,496,Germany,Male,30,1,1,1,1,64610.64018150547,132076.7687987057,0
7213,15605583,User_7212,611,France,Male,41,3,2,1,0,109625.45616162791,0.0,0
7214,15735969,User_7213,758,France,Male,26,5,1,1,0,56498.15606536505,87634.89380919897,0
7215,15671537,User_7214,508,France,Female,45,2,1,1,1,194385.9919759132,91665.07151908879,1
7216,15735639,User_7215,614,France,Male,24,1,2,1,1,89277.91602650995,54289.21096607563,0
7217,15674807,User_7216,817,France,Male,26,6,1,1,0,161591.71108654817,134863.62809806166,0
7218,15729648,User_7217,551,France,Female,24,7,2,1,0,136108.99868240146,0.0,0
7219,15712652,User_7218,770,Germany,Male,33,8,2,1,1,27060.404925353087,61467.65179331339,0
7220,15744401,User_7219,504,Spain,Male,22,10,1,1,0,156376.83577586006,0.0,0
7221,15671792,User_7220,362,Spain,Male,33,9,1,1,1,49586.39425513732,85207.83169273815,0
7222,15731300,User_7221,646,France,Male,28,7,1,0,1,178217.88437177718,77713.63333614299,0
7223,15637052,User_7222,733,Spain,Male,31,1,1,0,0,144375.15089051056,0.0,1
7224,15788841,User_7223,671,France,Female,44,2,1,0,0,143441.99902135727,0.0,0
7225,15646032,User_7224,847,Germany,Female,37,0,2,1,0,61185.29290629143,104698.51710133509,0
7226,15633686,User_7225,434,Germany,Female,44,0,1,1,1,78578.21951573637,136862.4642903803,0
7227,15676981,User_7226,830,Spain,Female,60,5,3,1,0,146305.73417614851,0.0,0
7228,15698802,User_7227,629,France,Female,21,2,2,0,1,72700.97266285907,110028.45920838,0
7229,15794333,User_7228,594,Germany,Female,32,3,2,0,1,90586.08603422885,139916.04591695024,0
7230,15733881,User_7229,649,France,Female,27,9,1,1,1,111789.72848824033,110223.1244761762,0
7231,15772857,User_7230,711,France,Female,31,7,2,1,0,59672.354306098736,137493.80148445294,0
7232,15767619,User_7231,703,France,Female,41,4,1,0,1,152661.879469534,121211.09446403536,0
7233,15642818,User_7232,665,Germany,Male,55,10,1,0,1,54928.12080847788,108912.2759537778,0
7234,15700422,User_7233,358,France,Male,44,5,1,1,1,10589.263567292273,0.0,0
7235,15671927,User_7234,735,Germany,Male,42,8,1,1,1,157358.587504362,55923.989101196086,0
7236,15796753,User_7235,596,France,Female,48,10,1,1,0,74259.92900206629,65651.47574758744,0
7237,15679465,User_7236,661,France,Female,52,10,1,1,1,169179.98917801716,0.0,1
7238,15713221,User_7237,763,Spain,Female,55,1,2,1,0,124741.18672808465,0.0,0
7239,15637333,User_7238,627,France,Male,42,2,2,1,0,166204.83448194398,0.0,0
7240,15726457,User_7239,587,Spain,Male,28,4,2,0,0,76304.93331825439,0.0,0
7241,15616576,User_7240,552,Spain,Male,34,1,1,1,1,111907.00533440763,0.0,0
7242,15719875,User_7241,596,Spain,Female,18,7,1,1,1,2542.4971667267596,98019.13005560491,0
7243,15639405,User_7242,584,Spain,Female,45,1,1,1,0,51418.5721496009,0.0,0
7244,15694000,User_7243,430,France,Female,29,3,2,0,0,174906.41020692937,86546.24893065632,0
7245,15631601,User_7244,705,France,Male,30,2,1,1,1,88167.78491961629,0.0,0
7246,15667946,User_7245,362,France,Male,41,3,1,0,1,127180.59712885016,79491.45255627012,1
7247,15798428,User_7246,676,France,Male,18,3,1,1,1,55986.23851630435,96939.93586783428,0
7248,15652116,User_7247,365,Germany,Male,48,5,2,1,0,170514.9229935535,134205.95856981666,0
7249,15704186,User_7248,830,Spain,Female,43,9,2,1,0,118710.2201969917,100119.65426700425,0
7250,15662894,User_7249,394,Spain,Male,33,9,2,1,0,181592.89535938625,82168.98927282063,0
7251,15765707,User_7250,670,Spain,Male,37,9,2,1,0,48724.10648011164,131673.28580556743,0
7252,15607465,User_7251,488,France,Female,31,8,1,0,1,145476.90747156643,138979.0653419783,0
7253,15656754,User_7252,675,Spain,Male,64,2,1,0,0,4108.168174271976,174791.5793107752,0
7254,15692850,User_7253,497,Germany,Male,28,0,1,1,1,119562.29906747889,108672.67411537888,0
7255,15709765,User_7254,704,France,Female,41,7,1,1,1,60298.09071723734,73307.20852257713,0
7256,15692691,User_7255,585,Germany,Male,35,6,1,0,1,24647.65324245908,79284.98530933821,0
7257,15638871,User_7256,540,Spain,Female,38,1,1,1,0,125353.06018257602,89750.95249477336,0
7258,15793946,User_7257,450,France,Male,43,4,1,1,1,5831.427260234109,0.0,0
7259,15629511,User_7258,454,Spain,Female,43,9,3,1,1,31264.75708635451,0.0,0
7260,15680960,User_7259,823,France,Male,34,3,2,0,0,74154.79714133282,117111.47422480556,0
7261,15779893,User_7260,599,France,Female,26,8,2,1,0,89369.46207927245,66966.21279251808,0
7262,15665776,User_7261,745,Germany,Male,30,3,1,1,0,181653.91586276027,93550.11051989936,0
7263,15644462,User_7262,795,Germany,Male,33,4,1,1,0,67020.83989330212,73638.69633899006,0
7264,15792454,User_7263,443,Germany,Male,32,7,1,0,0,10239.03177222003,83112.31854842113,0
7265,15632574,User_7264,569,Germany,Female,27,2,1,1,0,192456.30984126707,137197.74433735077,0
7266,15702072,User_7265,824,Germany,Male,42,5,2,0,0,166162.33269957826,56214.72023917426,1
7267,15772982,User_7266,647,Germany,Female,24,5,1,1,0,45494.5870130296,122199.21124012698,0
7268,15756258,User_7267,688,France,Female,37,6,1,1,0,103089.75628556807,105773.76800286384,0
7269,15753885,User_7268,802,France,Male,21,8,2,0,1,31082.19185360192,101598.77641690211,0
7270,15678282,User_7269,791,France,Male,48,10,1,1,1,191131.59176156792,119403.17846572868,0
7271,15709779,User_7270,482,Spain,Male,31,2,2,1,0,103250.3474852736,100147.27579737482,1
7272,15618557,User_7271,710,Germany,Female,30,4,1,1,0,94343.08883240835,69195.60695438003,0
7273,15759132,User_7272,504,France,Male,29,4,2,1,0,165773.72497125153,0.0,0
7274,15789938,User_7273,377,Spain,Female,55,4,2,1,0,25806.18250380813,71306.07722819128,0
7275,15672104,User_7274,631,Spain,Female,51,5,2,0,0,52874.92622656181,0.0,0
7276,15737152,User_7275,824,France,Female,38,0,1,0,1,146533.59649219213,0.0,0
7277,15744926,User_7276,465,France,Male,32,8,2,1,1,122796.49795146097,172964.36778370079,0
7278,15722013,User_7277,654,France,Female,58,2,3,1,0,31814.05300429173,0.0,1
7279,15798767,User_7278,583,France,Male,42,5,2,1,1,42142.310144747215,0.0,0
7280,15758097,User_7279,754,Spain,Male,35,3,2,0,0,175970.77724748422,0.0,0
7281,15784054,User_7280,350,France,Female,32,6,2,1,0,164747.18195512213,0.0,1
7282,15641081,User_7281,697,Spain,Female,46,7,2,1,0,2986.4117720881886,0.0,0
7283,15735440,User_7282,589,France,Male,35,3,2,1,1,190301.67369248244,0.0,0
7284,15719181,User_7283,407,Spain,Female,24,9,2,1,0,116338.89610493711,140084.76736177644,1
7285,15627094,User_7284,684,France,Male,39,5,1,1,1,94252.3217058796,0.0,0
7286,15777112,User_7285,532,Germany,Female,40,9,1,1,0,71124.37995883988,113232.18840865244,0
7287,15666766,User_7286,686,France,Male,38,6,2,0,1,75167.12286295062,0.0,0
7288,15683053,User_7287,375,Germany,Male,43,9,1,1,1,98922.8665326555,79196.68987220361,0
7289,15755063,User_7288,817,Spain,Female,34,6,2,1,0,42122.29726931074,161565.87588372396,0
7290,15601301,User_7289,758,Germany,Female,38,8,1,0,1,26304.358964517218,110792.30903205171,0
7291,15759682,User_7290,426,France,Female,37,7,2,1,1,112206.20404687055,0.0,0
7292,15681463,User_7291,766,France,Female,24,2,2,1,1,90637.87796496421,62286.114613671685,0
7293,15765750,User_7292,566,France,Female,45,3,2,1,1,135399.58787571077,0.0,0
7294,15624466,User_7293,677,France,Female,43,8,1,0,0,98540.31503345948,94035.0025320987,0
7295,15771947,User_7294,674,Germany,Female,47,10,2,1,0,78490.15793555784,116682.32193722611,0
7296,15626081,User_7295,611,France,Female,27,6,2,0,0,68717.58001479297,99902.1634389096,0
7297,15624354,User_7296,372,Germany,Female,33,6,1,1,1,115479.06470736698,135564.31818053272,0
7298,15693297,User_7297,593,Germany,Male,49,0,2,1,0,55752.492450063466,150247.0103005527,1
7299,15618300,User_7298,507,France,Female,32,1,1,0,1,163542.17280935455,91028.33735581674,0
7300,15664384,User_7299,555,Spain,Female,55,0,1,1,0,158722.91262734003,108645.09759274019,0
7301,15695027,User_7300,659,France,Male,22,3,2,1,1,128786.73978877236,64961.194893947984,0
7302,15721684,User_7301,436,France,Male,32,3,2,0,1,77150.70577518828,0.0,0
7303,15660892,User_7302,616,France,Male,33,4,2,1,1,120437.93609203558,82941.11255815713,0
7304,15635525,User_7303,764,Germany,Male,45,4,1,1,0,124375.0960826268,95550.13889275846,0
7305,15757604,User_7304,483,France,Female,54,0,1,1,1,135493.56472079054,0.0,0
7306,15606464,User_7305,616,Spain,Male,41,6,4,1,1,76301.28142538042,91637.78344648842,1
7307,15616562,User_7306,682,France,Female,18,5,1,1,0,83554.86788538678,0.0,0
7308,15707392,User_7307,617,Spain,Male,37,7,1,0,1,182146.18727671195,170266.959303096,0
7309,15655514,User_7308,799,France,Female,39,3,3,1,0,22133.269465521484,79898.68539886645,1
7310,15713428,User_7309,402,France,Male,41,0,2,0,1,26330.926228594086,157664.4393488625,0
7311,15712564,User_7310,448,France,Male,37,2,1,1,0,198122.88494298264,76046.5823974943,0
7312,15708047,User_7311,596,France,Female,51,8,2,1,0,124673.74762842052,107555.02855946038,0
7313,15632634,User_7312,385,Spain,Male,29,9,2,1,1,91741.03896992539,0.0,0
7314,15600060,User_7313,750,France,Male,27,6,2,0,1,24010.72770130417,135975.31631606238,0
7315,15609269,User_7314,377,Germany,Male,31,1,1,1,1,128790.04852607936,131925.746353372,0
7316,15794215,User_7315,569,France,Male,64,2,1,1,1,155123.46051229106,154497.75025625926,1
7317,15623065,User_7316,755,France,Male,36,1,1,1,1,106242.05305874188,0.0,0
7318,15602895,User_7317,451,France,Male,49,3,1,0,0,9865.953899245002,0.0,0
7319,15680859,User_7318,612,France,Male,49,1,1,1,1,102134.43885287832,79619.86643732588,0
7320,15743424,User_7319,620,Germany,Female,20,3,2,0,0,30541.718923688808,80010.78695349807,1
7321,15780809,User_7320,573,Germany,Female,37,10,1,1,0,86500.32386442137,122174.10520148602,0
7322,15704127,User_7321,488,Spain,Female,49,6,2,0,1,58537.15203912184,0.0,0
7323,15696426,User_7322,629,Germany,Male,66,7,3,0,1,26148.014535054706,141895.47266211553,0
7324,15763088,User_7323,800,Germany,Female,48,9,1,1,1,9498.734162449708,98099.16191123189,0
7325,15792376,User_7324,635,Spain,Male,34,5,1,0,0,119771.77244150802,103377.54446863182,1
7326,15611962,User_7325,803,Germany,Female,52,10,2,1,1,114553.22185026223,63619.874943844465,0
7327,15633302,User_7326,599,France,Male,33,8,1,0,1,31937.03399722275,138585.06836705387,0
7328,15685382,User_7327,671,Spain,Female,26,5,2,1,0,183564.24025560135,0.0,0
7329,15604011,User_7328,666,Germany,Female,44,10,1,1,1,174895.48490757463,48593.50256678126,0
7330,15729716,User_7329,427,France,Male,23,10,1,1,1,53820.836113235106,150603.44644564623,0
7331,15619782,User_7330,646,Germany,Female,32,2,2,1,1,100839.33565732224,137887.6106028135,1
